Brand;Year;Model;Used or New;Transmission;Cylinder.Enginer;Cylinder.Engine2;Liters.Engine;Liters.Engine2;Engine2;Drive Type;Fuel Type;Kilometres;Location;Country;Body Type;Doors;Doors2;Seats;Seats2;Price
Toyota;2002;Celica;USED;Manual;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Premium;273640;Penrith, NSW;Asia;Hatchback;2; 2 Doors;4; 4 Seats;6999
Toyota;2002;Camry;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;Front;Unleaded;212232;Minchinbury, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;5995
Toyota;2002;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;248291;Castle Hill, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;8490
Ford;2002;Falcon;USED;Automatic;6;6 cyl;4;4 L;6 cyl, 4 L;Rear;Unleaded;321255;Wentworthville, NSW;North America;Ute / Tray;2; 2 Doors;2; 2 Seats;2995
Holden;2002;Monaro;USED;Automatic;8;8 cyl;5.7;5.7 L;8 cyl, 5.7 L;Rear;Premium;220369;Minchinbury, NSW;Oceania;Coupe;2; 2 Doors;4; 4 Seats;43990
Toyota;2002;RAV4;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Unleaded;331488;Granville, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;6490
Suzuki;2002;Grand;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Unleaded;225544;Yagoona, NSW;Asia;SUV;2; 2 Doors;5; 5 Seats;5999
Suzuki;2002;XL-7;USED;Automatic;6;6 cyl;2.7;2.7 L;6 cyl, 2.7 L;4WD;Unleaded;207703;Auburn, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;5990
Ford;2002;F250;USED;Automatic;8;8 cyl;7.3;7.3 L;8 cyl, 7.3 L;4WD;Diesel;179999;Roselands, NSW;North America;Ute / Tray;4; 4 Doors;5; 5 Seats;79900
Nissan;2002;Pathfinder;USED;Automatic;6;6 cyl;3.3;3.3 L;6 cyl, 3.3 L;4WD;Unleaded;363533;Minchinbury, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;6880
Porsche;2002;911;USED;Automatic;6;6 cyl;3.6;3.6 L;6 cyl, 3.6 L;Rear;Premium;151438;Thornleigh, NSW;Europe;Convertible;2; 2 Doors;4; 4 Seats;89990
Toyota;2002;Landcruiser;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;433260;Hamilton, NSW;Asia;SUV;4; 4 Doors;8; 8 Seats;10990
Mercedes-Benz;2002;MB100;USED;Manual;5;5 cyl;2.9;2.9 L;5 cyl, 2.9 L;Front;Diesel;460269;Wentworthville, NSW;Europe;Commercial;4; 4 Doors;2; 2 Seats;1895
Toyota;2002;Camry;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;102000;Kurri Kurri, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;6999
Toyota;2002;Landcruiser;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;246100;New Lambton, NSW;Asia;SUV;4; 4 Doors;8; 8 Seats;14990
Volkswagen;2002;Transporter;USED;Manual;5;5 cyl;2.5;2.5 L;5 cyl, 2.5 L;Front;Unleaded;265616;Thornleigh, NSW;Europe;Commercial;2; 2 Doors;2; 2 Seats;39990
Holden;2002;Commodore;USED;Automatic;6;6 cyl;3.8;3.8 L;6 cyl, 3.8 L;Rear;Unleaded;182777;Maryville, NSW;Oceania;Sedan;4; 4 Doors;5; 5 Seats;6997
Toyota;2002;Tarago;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;332498;Greenway, ACT;Asia;Wagon;4; 4 Doors;8; 8 Seats;7910
BMW;2002;M3;USED;Manual;6;6 cyl;3.2;3.2 L;6 cyl, 3.2 L;Rear;Premium;173519;Boolaroo, NSW;Europe;Coupe;2; 2 Doors;5; 5 Seats;43000
BMW;2002;330CI;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;Rear;Unleaded;237574;Mulgrave, VIC;Europe;Coupe;2; 2 Doors;5; 5 Seats;13990
Nissan;2002;Navara;USED;Manual;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;263239;Fyshwick, ACT;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;8999
Toyota;2002;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;95100;Boronia, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;9900
Honda;2002;CR-V;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;4WD;Unleaded;245388;Bayswater, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;6990
Nissan;2002;Patrol;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;302328;Rocklea, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;17999
Nissan;2002;Patrol;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;352185;Coopers Plains, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;20000
Nissan;2002;Patrol;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;244453;Rocklea, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;19999
Toyota;2002;Landcruiser;USED;Manual;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;335550;Ferntree Gully, VIC;Asia;SUV;4; 4 Doors;8; 8 Seats;15999
Toyota;2002;Landcruiser;USED;Manual;6;6 cyl;4.2;4.2 L;6 cyl, 4.2 L;4WD;Diesel;401300;Ferntree Gully, VIC;Asia;SUV;4; 4 Doors;6; 6 Seats;19999
Ford;2002;Focus;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;128875;Ringwood, VIC;North America;Sedan;4; 4 Doors;5; 5 Seats;7450
Nissan;2002;Patrol;USED;Automatic;6;6 cyl;4.8;4.8 L;6 cyl, 4.8 L;4WD;Unleaded;349275;Maidstone, VIC;Asia;SUV;4; 4 Doors;7; 7 Seats;16990
Toyota;2002;Echo;USED;Automatic;4;4 cyl;1.3;1.3 L;4 cyl, 1.3 L;Front;Unleaded;125211;Holland Park West, QLD;Asia;Hatchback;3; 3 Doors;5; 5 Seats;6990
Mercedes-Benz;2002;C180;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Unleaded;275123;Laverton North, VIC;Europe;Sedan;4; 4 Doors;5; 5 Seats;9990
Toyota;2002;Hilux;USED;Manual;4;4 cyl;2.7;2.7 L;4 cyl, 2.7 L;4WD;Unleaded;327445;Coopers Plains, QLD;Asia;Ute / Tray;2; 2 Doors;2; 2 Seats;10900
Bentley;2002;Arnage;USED;Automatic;8;8 cyl;6.8;6.8 L;8 cyl, 6.8 L;Rear;Premium;4800;Laverton North, VIC;Europe;Sedan;4; 4 Doors;5; 5 Seats;159990
BMW;2002;X5;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;4WD;Premium;240850;Mentone, VIC;Europe;SUV;4; 4 Doors;5; 5 Seats;7900
Chrysler;2002;Grand;USED;Automatic;6;6 cyl;3.3;3.3 L;6 cyl, 3.3 L;Front;Unleaded;154289;North Geelong, VIC;North America;Wagon;4; 4 Doors;7; 7 Seats;8999
Mercedes-Benz;2002;MB100;USED;Manual;5;5 cyl;2.9;2.9 L;5 cyl, 2.9 L;Front;Diesel;50885;Rocklea, QLD;Europe;Commercial;4; 4 Doors;2; 2 Seats;9999
Hyundai;2002;Accent;USED;Manual;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;113194;Brown Hill, VIC;Asia;Hatchback;3; 3 Doors;5; 5 Seats;7990
Mitsubishi;2002;Pajero;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;4WD;Unleaded;237787;Gympie, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;13990
Toyota;2002;Tarago;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;249000;Acacia Ridge, QLD;Asia;Wagon;4; 4 Doors;8; 8 Seats;8995
Toyota;2002;RAV4;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Unleaded;260535;Mansfield, QLD;Asia;SUV;4; 4 Doors;5; 5 Seats;4998
Mitsubishi;2002;Pajero;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;4WD;Unleaded;355479;Point Cook, VIC;Asia;SUV;4; 4 Doors;7; 7 Seats;7999
Holden;2002;Cruze;USED;Manual;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;AWD;Unleaded;295520;North Geelong, VIC;Oceania;SUV;4; 4 Doors;5; 5 Seats;5999
Toyota;2002;Landcruiser;USED;Automatic;6;6 cyl;4.2;4.2 L;6 cyl, 4.2 L;4WD;Diesel;326200;Prospect, SA;Asia;SUV;4; 4 Doors;8; 8 Seats;32999
Chrysler;2002;PT;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;173158;West Lakes, SA;North America;Wagon;5; 5 Doors;5; 5 Seats;7985
Toyota;2002;Corolla;USED;Manual;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;185413;Winnellie, NT;Asia;Sedan;4; 4 Doors;5; 5 Seats;5990
Toyota;2002;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;191225;Wangara, WA;Asia;Hatchback;5; 5 Doors;5; 5 Seats;7990
Toyota;2002;RAV4;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Unleaded;208000;Windsor, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;7888
Holden;2002;Commodore;USED;Automatic;8;8 cyl;5.7;5.7 L;8 cyl, 5.7 L;Rear;Unleaded;173934;Minchinbury, NSW;Oceania;Ute / Tray;2; 2 Doors;2; 2 Seats;19990
Nissan;2002;Patrol;USED;Manual;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;434896;Elderslie, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;9999
HSV;2002;Clubsport;USED;Automatic;8;8 cyl;5.7;5.7 L;8 cyl, 5.7 L;Rear;Premium;153201;Mcgraths Hill, NSW;Oceania;Sedan;4; 4 Doors;5; 5 Seats;34999
Subaru;2002;Outback;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Unleaded;198037;Minchinbury, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;4995
Toyota;2003;HiAce;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Rear;Unleaded;266848;Five Dock, NSW;Asia;Commercial;4; 4 Doors;3; 3 Seats;9999
Toyota;2003;Landcruiser;USED;Automatic;6;6 cyl;4;4 L;6 cyl, 4 L;4WD;Unleaded;336271;Underwood, QLD;Asia;SUV;4; 4 Doors;8; 8 Seats;13990
Nissan;2003;Patrol;USED;Manual;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;332861;Minchinbury, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;16880
Audi;2003;A4;USED;Automatic;6;6 cyl;2.4;2.4 L;6 cyl, 2.4 L;Front;Premium;115910;Elderslie, NSW;Europe;Sedan;4; 4 Doors;5; 5 Seats;5888
Toyota;2003;Camry;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;Front;Unleaded;172019;Minto, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;5950
Nissan;2003;Pulsar;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;247081;Molendinar, QLD;Asia;Sedan;4; 4 Doors;5; 5 Seats;4990
Mazda;2003;6;USED;Automatic;4;4 cyl;2.3;2.3 L;4 cyl, 2.3 L;Front;Premium;228388;Kogarah, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;5950
Toyota;2003;HiAce;USED;Manual;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Rear;Unleaded;212777;Camden, NSW;Asia;Commercial;4; 4 Doors;2; 2 Seats;27995
Toyota;2003;RAV4;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Unleaded;231686;Minchinbury, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;6995
Mitsubishi;2003;Pajero;USED;Automatic;6;6 cyl;3.8;3.8 L;6 cyl, 3.8 L;4WD;Unleaded;142350;Lidcombe, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;17999
Nissan;2003;Pulsar;USED;Manual;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;146007;Molendinar, QLD;Asia;Sedan;4; 4 Doors;5; 5 Seats;3990
Mercedes-Benz;2003;SL55;USED;Automatic;8;8 cyl;5.4;5.4 L;8 cyl, 5.4 L;Rear;Unleaded;113567;Rydalmere, NSW;Europe;Convertible;2; 2 Doors;2; 2 Seats;69950
Renault;2003;Laguna;USED;Automatic;6;6 cyl;2.9;2.9 L;6 cyl, 2.9 L;Front;Premium;102701;Brighton, SA;Europe;Hatchback;5; 5 Doors;5; 5 Seats;6990
Toyota;2003;Echo;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;61435;Maryville, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;9771
Mitsubishi;2003;Triton;USED;Manual;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Rear;Unleaded;186708;Mayfield, NSW;Asia;Ute / Tray;2; 2 Doors;3; 3 Seats;6995
Porsche;2003;Cayenne;USED;Automatic;8;8 cyl;4.5;4.5 L;8 cyl, 4.5 L;AWD;Premium;138332;Chipping Norton, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;25880
BMW;2003;318I;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Unleaded;261021;Minchinbury, NSW;Europe;Sedan;4; 4 Doors;5; 5 Seats;5990
Holden;2003;Commodore;USED;Automatic;6;6 cyl;3.8;3.8 L;6 cyl, 3.8 L;Rear;Unleaded;415437;Minchinbury, NSW;Oceania;Wagon;4; 4 Doors;5; 5 Seats;4995
Mercedes-Benz;2003;C200;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Rear;Unleaded;193914;Stanthorpe, QLD;Europe;Sedan;4; 4 Doors;5; 5 Seats;8990
Jeep;2003;Wrangler;USED;Manual;6;6 cyl;4;4 L;6 cyl, 4 L;4WD;Unleaded;180604;Cardiff, NSW;North America;SUV;2; 2 Doors;4; 4 Seats;13990
Toyota;2003;Landcruiser;USED;Automatic;6;6 cyl;4;4 L;6 cyl, 4 L;4WD;Unleaded;226054;Ringwood, VIC;Asia;SUV;4; 4 Doors;8; 8 Seats;23490
Hyundai;2003;Getz;USED;Manual;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;437121;Arundel, QLD;Asia;Hatchback;3; 3 Doors;5; 5 Seats;2999
Mercedes-Benz;2003;CLK320;USED;Automatic;6;6 cyl;3.2;3.2 L;6 cyl, 3.2 L;Rear;Unleaded;92000;Southport, QLD;Europe;Coupe;2; 2 Doors;5; 5 Seats;13490
Mitsubishi;2003;Pajero;USED;Automatic;4;4 cyl;3.2;3.2 L;4 cyl, 3.2 L;4WD;Diesel;343128;Stanthorpe, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;9990
Subaru;2003;Liberty;USED;Manual;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Unleaded;222609;Arundel, QLD;Asia;Sedan;4; 4 Doors;5; 5 Seats;4999
Mazda;2003;MPV;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;Front;Unleaded;201603;Ringwood, VIC;Asia;Wagon;4; 4 Doors;7; 7 Seats;7999
Holden;2003;Commodore;USED;Automatic;8;8 cyl;5.7;5.7 L;8 cyl, 5.7 L;Rear;Unleaded;328290;Molendinar, QLD;Oceania;Sedan;4; 4 Doors;5; 5 Seats;14990
Toyota;2003;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;191421;Avondale Heights, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;7999
Mercedes-Benz;2003;ML350;USED;Automatic;6;6 cyl;3.7;3.7 L;6 cyl, 3.7 L;4WD;Unleaded;175420;Thomastown, VIC;Europe;SUV;4; 4 Doors;5; 5 Seats;8990
Toyota;2003;Landcruiser;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;312270;Slacks Creek, QLD;Asia;SUV;4; 4 Doors;8; 8 Seats;14990
Mitsubishi;2003;Pajero;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;4WD;Unleaded;192686;Bayswater, VIC;Asia;SUV;4; 4 Doors;7; 7 Seats;13999
Nissan;2003;Patrol;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;437226;Nerang, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;10989
Mercedes-Benz;2003;CLK320;USED;Automatic;6;6 cyl;3.2;3.2 L;6 cyl, 3.2 L;Rear;Unleaded;158925;Ravenhall, VIC;Europe;Coupe;2; 2 Doors;5; 5 Seats;10999
Holden;2003;Rodeo;USED;Manual;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Rear;Unleaded;234800;Rocklea, QLD;Oceania;Ute / Tray;2; 2 Doors;3; 3 Seats;10999
Ford;2003;Falcon;USED;Automatic;8;8 cyl;5.4;5.4 L;8 cyl, 5.4 L;Rear;Unleaded;50441;Preston, VIC;North America;Sedan;4; 4 Doors;5; 5 Seats;24990
Toyota;2003;Corolla;USED;Manual;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;196590;Ringwood, VIC;Asia;Sedan;4; 4 Doors;5; 5 Seats;6888
Ford;2003;Falcon;USED;Automatic;6;6 cyl;4;4 L;6 cyl, 4 L;Rear;Unleaded;112694;Mordialloc, VIC;North America;Sedan;4; 4 Doors;5; 5 Seats;7499
Nissan;2003;Patrol;USED;Manual;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;392353;Rocklea, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;12999
Holden;2003;Commodore;USED;Automatic;8;8 cyl;5.7;5.7 L;8 cyl, 5.7 L;Rear;Unleaded;232558;Capalaba, QLD;Oceania;Sedan;4; 4 Doors;5; 5 Seats;22995
BMW;2003;530I;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;Rear;Premium;128194;Hamilton, QLD;Europe;Sedan;4; 4 Doors;5; 5 Seats;12999
Mazda;2003;Tribute;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;4WD;Unleaded;258003;Braybrook, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;6799
Honda;2003;Jazz;USED;Automatic;4;4 cyl;1.3;1.3 L;4 cyl, 1.3 L;Front;Unleaded;192043;Coopers Plains, QLD;Asia;Hatchback;5; 5 Doors;5; 5 Seats;5700
Toyota;2003;Echo;USED;Automatic;4;4 cyl;1.3;1.3 L;4 cyl, 1.3 L;Front;Unleaded;164135;South Toowoomba, QLD;Asia;Hatchback;3; 3 Doors;5; 5 Seats;6990
Nissan;2003;Patrol;USED;Manual;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;135460;West Footscray, VIC;Asia;SUV;4; 4 Doors;7; 7 Seats;39999
Holden;2003;Cruze;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;AWD;Unleaded;245121;Werribee, VIC;Oceania;SUV;4; 4 Doors;5; 5 Seats;5688
Holden;2003;Monaro;USED;Manual;8;8 cyl;5.7;5.7 L;8 cyl, 5.7 L;Rear;Premium;79865;Hoppers Crossing, VIC;Oceania;Coupe;2; 2 Doors;4; 4 Seats;57990
Honda;2003;Accord;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Premium;313628;Braybrook, VIC;Asia;Sedan;4; 4 Doors;5; 5 Seats;6799
Mitsubishi;2003;Express;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Rear;Unleaded;187052;Williamstown, VIC;Asia;Commercial;2; 2 Doors;2; 2 Seats;11999
Ford;2003;Falcon;USED;Automatic;6;6 cyl;4;4 L;6 cyl, 4 L;Rear;Unleaded;306071;Mile End, SA;North America;Sedan;4; 4 Doors;5; 5 Seats;5490
Toyota;2003;Camry;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;360151;Mount Pleasant, VIC;Asia;Sedan;4; 4 Doors;5; 5 Seats;5990
Ford;2003;Falcon;USED;Automatic;6;6 cyl;4;4 L;6 cyl, 4 L;Rear;Unleaded;155269;Mount Pleasant, VIC;North America;Ute / Tray;2; 2 Doors;2; 2 Seats;8990
Toyota;2003;Landcruiser;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;319132;Pinelands, NT;Asia;SUV;4; 4 Doors;8; 8 Seats;25000
Mitsubishi;2003;Pajero;USED;Manual;4;4 cyl;3.2;3.2 L;4 cyl, 3.2 L;4WD;Diesel;401826;Woodville, SA;Asia;SUV;4; 4 Doors;7; 7 Seats;8999
Mitsubishi;2003;Pajero;USED;Automatic;4;4 cyl;3.2;3.2 L;4 cyl, 3.2 L;4WD;Diesel;318206;Westcourt, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;11999
Nissan;2003;350Z;USED;Manual;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;Rear;Premium;98615;Mandurah, WA;Asia;Convertible;2; 2 Doors;2; 2 Seats;22990
Ford;2003;Falcon;USED;Manual;8;8 cyl;5.4;5.4 L;8 cyl, 5.4 L;Rear;Unleaded;206213;Kenwick, WA;North America;Sedan;4; 4 Doors;5; 5 Seats;12990
Nissan;2003;Patrol;USED;Manual;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;284253;Wangara, WA;Asia;SUV;4; 4 Doors;7; 7 Seats;15990
Toyota;2003;Landcruiser;USED;Manual;6;6 cyl;4;4 L;6 cyl, 4 L;4WD;Unleaded;335974;Osborne Park, WA;Asia;SUV;4; 4 Doors;8; 8 Seats;14990
Volvo;2003;V40;USED;Automatic;4;4 cyl;1.9;1.9 L;4 cyl, 1.9 L;Front;Unleaded;186493;Wangara, WA;Europe;Wagon;4; 4 Doors;5; 5 Seats;5999
Ford;2003;Falcon;USED;Manual;8;8 cyl;5.4;5.4 L;8 cyl, 5.4 L;Rear;Unleaded;235952;Wangara, WA;North America;Ute / Tray;2; 2 Doors;2; 2 Seats;20990
Holden;2003;Commodore;USED;Manual;8;8 cyl;5.7;5.7 L;8 cyl, 5.7 L;Rear;Unleaded;247563;Minchinbury, NSW;Oceania;Ute / Tray;2; 2 Doors;2; 2 Seats;16995
Ford;2003;Falcon;USED;Automatic;8;8 cyl;5.4;5.4 L;8 cyl, 5.4 L;Rear;Unleaded;161538;Pakenham, VIC;North America;Sedan;4; 4 Doors;5; 5 Seats;15000
Holden;2003;Rodeo;USED;Manual;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;268252;Hoppers Crossing, VIC;Oceania;Ute / Tray;4; 4 Doors;5; 5 Seats;12999
Lexus;2004;IS300;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;Rear;Unleaded;124230;Minto, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;16000
Honda;2004;Accord;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Premium;207966;Cabramatta, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;8990
Toyota;2004;Camry;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;95362;Minchinbury, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;12995
Nissan;2004;X-Trail;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;4WD;Unleaded;187550;Minchinbury, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;10995
HSV;2004;Clubsport;USED;Automatic;8;8 cyl;5.7;5.7 L;8 cyl, 5.7 L;Rear;Premium;170275;Capalaba, QLD;Oceania;Sedan;4; 4 Doors;5; 5 Seats;39990
Toyota;2004;Hilux;USED;Manual;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;415913;Coopers Plains, QLD;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;16999
Subaru;2004;Forester;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Premium;284604;Minchinbury, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;11880
Hyundai;2004;Santa;USED;Automatic;6;6 cyl;2.7;2.7 L;6 cyl, 2.7 L;4WD;Unleaded;182067;Minchinbury, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;7995
Mazda;2004;2;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;176693;Minchinbury, NSW;Asia;Hatchback;5; 5 Doors;4; 4 Seats;8995
Holden;2004;Commodore;USED;Automatic;6;6 cyl;3.8;3.8 L;6 cyl, 3.8 L;Rear;Unleaded;94721;Minchinbury, NSW;Oceania;Sedan;4; 4 Doors;5; 5 Seats;8990
Mazda;2004;3;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;228966;Minchinbury, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;9995
Mercedes-Benz;2004;E55;USED;Automatic;8;8 cyl;5.4;5.4 L;8 cyl, 5.4 L;Rear;Premium;167083;Liverpool, NSW;Europe;Sedan;4; 4 Doors;5; 5 Seats;38950
BMW;2004;320CI;USED;Manual;6;6 cyl;2.2;2.2 L;6 cyl, 2.2 L;Rear;Premium;268205;Kellyville, NSW;Europe;Coupe;2; 2 Doors;5; 5 Seats;3999
Mazda;2004;3;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;161876;Cabramatta, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;7990
Holden;2004;Commodore;USED;Automatic;6;6 cyl;3.8;3.8 L;6 cyl, 3.8 L;Rear;Unleaded;142301;Campbelltown, NSW;Oceania;Wagon;4; 4 Doors;5; 5 Seats;5950
Toyota;2004;Landcruiser;USED;Automatic;6;6 cyl;4;4 L;6 cyl, 4 L;4WD;Unleaded;269101;Minchinbury, NSW;Asia;SUV;4; 4 Doors;8; 8 Seats;19995
Kia;2004;RIO;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;154083;Penrith, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;5999
Holden;2004;Rodeo;USED;Manual;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Rear;Unleaded;108283;Coopers Plains, QLD;Oceania;Ute / Tray;4; 4 Doors;5; 5 Seats;9999
Ford;2004;Escape;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;4WD;Unleaded;249659;Lansvale, NSW;North America;SUV;4; 4 Doors;5; 5 Seats;4950
Mercedes-Benz;2004;CLK320;USED;Automatic;6;6 cyl;3.2;3.2 L;6 cyl, 3.2 L;Rear;Unleaded;213745;Punchbowl, NSW;Europe;Coupe;2; 2 Doors;5; 5 Seats;9800
